id,attributes.board_time,attributes.description,attributes.line_score,attributes.projection_type,attributes.stat_type,attributes.updated_at,relationships.league.data.id,relationships.new_player.data.id,attributes.image_url,attributes.league,attributes.league_id,attributes.name,attributes.position,attributes.team,attributes.team_name
996219,2023-01-16T12:25:00-05:00,CIN 1st Half,41.5,Single Stat,Receiving Yards,2023-01-16T13:01:18-05:00,35,52912,https://static.prizepicks.com/images/players/nfl/Stefon_Diggs_a1c40664-b265-4083-aad2-54b4c734f2c5.webp,NFL1H,35.0,Stefon Diggs,WR,BUF,Bills
1004919,2023-01-19T16:15:00-05:00,CIN,6.0,Single Stat,Receptions,2023-01-19T16:19:49-05:00,9,52349,https://static.prizepicks.com/images/players/nfl/Stefon_Diggs_a1c40664-b265-4083-aad2-54b4c734f2c5.webp,NFL,9.0,Stefon Diggs,WR,BUF,Bills
1004378,2023-01-19T12:33:00-05:00,CIN 1st Half,8.0,Fantasy Score,Fantasy Score,2023-01-19T13:26:15-05:00,35,52912,https://static.prizepicks.com/images/players/nfl/Stefon_Diggs_a1c40664-b265-4083-aad2-54b4c734f2c5.webp,NFL1H,35.0,Stefon Diggs,WR,BUF,Bills
1011104,2023-01-21T13:15:00-05:00,CIN,9.5,Single Stat,Rec Targets,2023-01-21T13:23:01-05:00,9,52349,https://static.prizepicks.com/images/players/nfl/Stefon_Diggs_a1c40664-b265-4083-aad2-54b4c734f2c5.webp,NFL,9.0,Stefon Diggs,WR,BUF,Bills
996207,2023-01-16T12:25:00-05:00,CIN,82.5,Single Stat,Receiving Yards,2023-01-16T12:37:34-05:00,9,52349,https://static.prizepicks.com/images/players/nfl/Stefon_Diggs_a1c40664-b265-4083-aad2-54b4c734f2c5.webp,NFL,9.0,Stefon Diggs,WR,BUF,Bills
1004920,2023-01-19T16:15:00-05:00,BUF,5.0,Single Stat,Receptions,2023-01-19T17:01:34-05:00,9,58006,https://static.prizepicks.com/images/players/nfl/Tee_Higgins_7963b029-5de4-4541-b00a-44eefe4349af.webp,NFL,9.0,Tee Higgins,WR,CIN,Bengals
1004379,2023-01-19T12:33:00-05:00,BUF 1st Half,6.0,Fantasy Score,Fantasy Score,2023-01-19T16:20:30-05:00,35,52966,https://static.prizepicks.com/images/players/nfl/Tee_Higgins_7963b029-5de4-4541-b00a-44eefe4349af.webp,NFL1H,35.0,Tee Higgins,WR,CIN,Bengals
996220,2023-01-16T12:25:00-05:00,BUF 1st Half,30.5,Single Stat,Receiving Yards,2023-01-16T13:11:50-05:00,35,52966,https://static.prizepicks.com/images/players/nfl/Tee_Higgins_7963b029-5de4-4541-b00a-44eefe4349af.webp,NFL1H,35.0,Tee Higgins,WR,CIN,Bengals
996208,2023-01-16T12:25:00-05:00,BUF,64.5,Single Stat,Receiving Yards,2023-01-18T11:02:31-05:00,9,58006,https://static.prizepicks.com/images/players/nfl/Tee_Higgins_7963b029-5de4-4541-b00a-44eefe4349af.webp,NFL,9.0,Tee Higgins,WR,CIN,Bengals
1011105,2023-01-21T13:15:00-05:00,BUF,8.0,Single Stat,Rec Targets,2023-01-21T13:55:44-05:00,9,58006,https://static.prizepicks.com/images/players/nfl/Tee_Higgins_7963b029-5de4-4541-b00a-44eefe4349af.webp,NFL,9.0,Tee Higgins,WR,CIN,Bengals
1012390,2023-01-21T09:00:00-05:00,Leeds United,25.5,Single Stat,Passes Attempted,2023-01-22T00:05:28-05:00,82,48157,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/soc/low-res/90051274.png,SOCCER,82.0,Ivan Toney,F,Brentford,
1004362,2023-01-19T12:33:00-05:00,BUF,13.0,Fantasy Score,Fantasy Score,2023-01-19T14:27:57-05:00,9,58006,https://static.prizepicks.com/images/players/nfl/Tee_Higgins_7963b029-5de4-4541-b00a-44eefe4349af.webp,NFL,9.0,Tee Higgins,WR,CIN,Bengals
1004380,2023-01-19T12:33:00-05:00,CIN 1st Half,5.0,Fantasy Score,Fantasy Score,2023-01-19T21:29:35-05:00,35,56998,https://static.prizepicks.com/images/players/nfl/Gabriel_Davis_dc397432-7157-4ce4-976d-b9662cc6f551.webp,NFL1H,35.0,Gabriel Davis,WR,BUF,Bills
1012391,2023-01-21T09:00:00-05:00,Leeds United,7.0,Single Stat,Clearances,2023-01-22T00:07:34-05:00,82,48181,https://images.fotmob.com/image_resources/playerimages/711357.png,SOCCER,82.0,Ethan Pinnock,CB,Brentford,
1004921,2023-01-19T16:15:00-05:00,CIN,4.0,Single Stat,Receptions,2023-01-19T16:28:56-05:00,9,52353,https://static.prizepicks.com/images/players/nfl/Gabriel_Davis_dc397432-7157-4ce4-976d-b9662cc6f551.webp,NFL,9.0,Gabriel Davis,WR,BUF,Bills
996223,2023-01-16T12:25:00-05:00,CIN 1st Half,26.5,Single Stat,Receiving Yards,2023-01-16T12:48:26-05:00,35,56998,https://static.prizepicks.com/images/players/nfl/Gabriel_Davis_dc397432-7157-4ce4-976d-b9662cc6f551.webp,NFL1H,35.0,Gabriel Davis,WR,BUF,Bills
1004363,2023-01-19T12:33:00-05:00,CIN,10.5,Fantasy Score,Fantasy Score,2023-01-19T13:39:51-05:00,9,52353,https://static.prizepicks.com/images/players/nfl/Gabriel_Davis_dc397432-7157-4ce4-976d-b9662cc6f551.webp,NFL,9.0,Gabriel Davis,WR,BUF,Bills
1011106,2023-01-21T13:15:00-05:00,CIN,7.5,Single Stat,Rec Targets,2023-01-21T13:20:33-05:00,9,52353,https://static.prizepicks.com/images/players/nfl/Gabriel_Davis_dc397432-7157-4ce4-976d-b9662cc6f551.webp,NFL,9.0,Gabriel Davis,WR,BUF,Bills
996209,2023-01-16T12:25:00-05:00,CIN,53.5,Single Stat,Receiving Yards,2023-01-16T12:35:10-05:00,9,52353,https://static.prizepicks.com/images/players/nfl/Gabriel_Davis_dc397432-7157-4ce4-976d-b9662cc6f551.webp,NFL,9.0,Gabriel Davis,WR,BUF,Bills
1004364,2023-01-19T12:33:00-05:00,BUF,8.0,Fantasy Score,Fantasy Score,2023-01-19T13:29:33-05:00,9,52458,https://static.prizepicks.com/images/players/nfl/Tyler_Boyd_76a5edec-5ff7-49fa-a8ec-5768a372279d.webp,NFL,9.0,Tyler Boyd,WR,CIN,Bengals
1011107,2023-01-21T13:15:00-05:00,BUF,4.5,Single Stat,Rec Targets,2023-01-21T13:23:26-05:00,9,52458,https://static.prizepicks.com/images/players/nfl/Tyler_Boyd_76a5edec-5ff7-49fa-a8ec-5768a372279d.webp,NFL,9.0,Tyler Boyd,WR,CIN,Bengals
1001084,2023-01-18T11:01:00-05:00,BUF 1st Half,17.5,Single Stat,Receiving Yards,2023-01-18T14:30:16-05:00,35,52965,https://static.prizepicks.com/images/players/nfl/Tyler_Boyd_76a5edec-5ff7-49fa-a8ec-5768a372279d.webp,NFL1H,35.0,Tyler Boyd,WR,CIN,Bengals
1004381,2023-01-19T12:33:00-05:00,BUF 1st Half,4.0,Fantasy Score,Fantasy Score,2023-01-19T20:32:24-05:00,35,52965,https://static.prizepicks.com/images/players/nfl/Tyler_Boyd_76a5edec-5ff7-49fa-a8ec-5768a372279d.webp,NFL1H,35.0,Tyler Boyd,WR,CIN,Bengals
1001082,2023-01-18T11:01:00-05:00,BUF,35.5,Single Stat,Receiving Yards,2023-01-18T12:00:12-05:00,9,52458,https://static.prizepicks.com/images/players/nfl/Tyler_Boyd_76a5edec-5ff7-49fa-a8ec-5768a372279d.webp,NFL,9.0,Tyler Boyd,WR,CIN,Bengals
1004922,2023-01-19T16:15:00-05:00,BUF,3.5,Single Stat,Receptions,2023-01-19T16:29:40-05:00,9,52458,https://static.prizepicks.com/images/players/nfl/Tyler_Boyd_76a5edec-5ff7-49fa-a8ec-5768a372279d.webp,NFL,9.0,Tyler Boyd,WR,CIN,Bengals
1012392,2023-01-21T09:00:00-05:00,Leeds United,3.0,Single Stat,Clearances,2023-01-22T00:18:26-05:00,82,48227,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/soc/low-res/90040415.png,SOCCER,82.0,Ben Mee,CB,Brentford,
1004382,2023-01-19T12:33:00-05:00,CIN 1st Half,4.0,Fantasy Score,Fantasy Score,2023-01-19T13:39:29-05:00,35,54032,https://static.prizepicks.com/images/players/nfl/Dawson_Knox_5fb525c5-4e70-4ede-8c49-94ad0cf66b7d.webp,NFL1H,35.0,Dawson Knox,TE,BUF,Bills
1012715,2023-01-22T01:30:00-05:00,BKN,11.5,Single Stat,Rebs+Asts,2023-01-22T02:04:28-05:00,7,57210,https://static.prizepicks.com/images/players/nba/Stephen_Curry_8ec91366-faea-4196-bbfd-b8fab7434795.webp,NBA,7.0,Stephen Curry,G,GSW,Warriors
1012697,2023-01-22T01:30:00-05:00,BKN 1st Half,19.5,Single Stat,Pts+Rebs+Asts,2023-01-22T02:07:18-05:00,84,54823,https://static.prizepicks.com/images/players/nba/Stephen_Curry_8ec91366-faea-4196-bbfd-b8fab7434795.webp,NBA1H,84.0,Stephen Curry,G,GSW,Warriors
1001083,2023-01-18T11:01:00-05:00,CIN,34.5,Single Stat,Receiving Yards,2023-01-18T12:07:49-05:00,9,54030,https://static.prizepicks.com/images/players/nfl/Dawson_Knox_5fb525c5-4e70-4ede-8c49-94ad0cf66b7d.webp,NFL,9.0,Dawson Knox,TE,BUF,Bills
1004923,2023-01-19T16:15:00-05:00,CIN,3.0,Single Stat,Receptions,2023-01-19T16:19:33-05:00,9,54030,https://static.prizepicks.com/images/players/nfl/Dawson_Knox_5fb525c5-4e70-4ede-8c49-94ad0cf66b7d.webp,NFL,9.0,Dawson Knox,TE,BUF,Bills
1012693,2023-01-22T01:30:00-05:00,BKN,38.5,Single Stat,Pts+Rebs+Asts,2023-01-22T02:02:26-05:00,7,57210,https://static.prizepicks.com/images/players/nba/Stephen_Curry_8ec91366-faea-4196-bbfd-b8fab7434795.webp,NBA,7.0,Stephen Curry,G,GSW,Warriors
1004365,2023-01-19T12:33:00-05:00,CIN,8.0,Fantasy Score,Fantasy Score,2023-01-19T13:29:33-05:00,9,54030,https://static.prizepicks.com/images/players/nfl/Dawson_Knox_5fb525c5-4e70-4ede-8c49-94ad0cf66b7d.webp,NFL,9.0,Dawson Knox,TE,BUF,Bills
1012705,2023-01-22T01:30:00-05:00,BKN,32.5,Single Stat,Pts+Rebs,2023-01-22T02:20:13-05:00,7,57210,https://static.prizepicks.com/images/players/nba/Stephen_Curry_8ec91366-faea-4196-bbfd-b8fab7434795.webp,NBA,7.0,Stephen Curry,G,GSW,Warriors
1012640,2023-01-22T01:30:00-05:00,BKN,2.5,Single Stat,Turnovers,2023-01-22T01:42:51-05:00,7,57210,https://static.prizepicks.com/images/players/nba/Stephen_Curry_8ec91366-faea-4196-bbfd-b8fab7434795.webp,NBA,7.0,Stephen Curry,G,GSW,Warriors
1012710,2023-01-22T01:30:00-05:00,BKN,32.5,Single Stat,Pts+Asts,2023-01-22T02:02:50-05:00,7,57210,https://static.prizepicks.com/images/players/nba/Stephen_Curry_8ec91366-faea-4196-bbfd-b8fab7434795.webp,NBA,7.0,Stephen Curry,G,GSW,Warriors
1012574,2023-01-22T01:30:00-05:00,BKN 1st Half,13.5,Single Stat,Points,2023-01-22T01:33:56-05:00,84,54823,https://static.prizepicks.com/images/players/nba/Stephen_Curry_8ec91366-faea-4196-bbfd-b8fab7434795.webp,NBA1H,84.0,Stephen Curry,G,GSW,Warriors
1011108,2023-01-21T13:15:00-05:00,CIN,5.0,Single Stat,Rec Targets,2023-01-21T13:28:11-05:00,9,54030,https://static.prizepicks.com/images/players/nfl/Dawson_Knox_5fb525c5-4e70-4ede-8c49-94ad0cf66b7d.webp,NFL,9.0,Dawson Knox,TE,BUF,Bills
1001086,2023-01-18T11:01:00-05:00,CIN 1st Half,17.5,Single Stat,Receiving Yards,2023-01-18T12:01:26-05:00,35,54032,https://static.prizepicks.com/images/players/nfl/Dawson_Knox_5fb525c5-4e70-4ede-8c49-94ad0cf66b7d.webp,NFL1H,35.0,Dawson Knox,TE,BUF,Bills
1012631,2023-01-22T01:30:00-05:00,BKN,5.5,Single Stat,Rebounds,2023-01-22T01:47:03-05:00,7,57210,https://static.prizepicks.com/images/players/nba/Stephen_Curry_8ec91366-faea-4196-bbfd-b8fab7434795.webp,NBA,7.0,Stephen Curry,G,GSW,Warriors
1012636,2023-01-22T01:30:00-05:00,BKN,5.5,Single Stat,Assists,2023-01-22T01:42:40-05:00,7,57210,https://static.prizepicks.com/images/players/nba/Stephen_Curry_8ec91366-faea-4196-bbfd-b8fab7434795.webp,NBA,7.0,Stephen Curry,G,GSW,Warriors
1012570,2023-01-22T01:30:00-05:00,BKN,26.5,Single Stat,Points,2023-01-22T01:33:00-05:00,7,57210,https://static.prizepicks.com/images/players/nba/Stephen_Curry_8ec91366-faea-4196-bbfd-b8fab7434795.webp,NBA,7.0,Stephen Curry,G,GSW,Warriors
1012393,2023-01-21T09:00:00-05:00,Leeds United,1.0,Single Stat,Shots Assisted,2023-01-22T00:03:36-05:00,82,48166,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/soc/low-res/90064304.png,SOCCER,82.0,Mathias Jensen,M,Brentford,
1012632,2023-01-22T01:30:00-05:00,GSW,5.0,Single Stat,Rebounds,2023-01-22T01:43:46-05:00,7,1263,https://static.prizepicks.com/images/players/nba/Kyrie_Irving_dd146010-902b-4ad7-b98c-650d0363a2f0.webp,NBA,7.0,Kyrie Irving,G,BKN,Nets
1012394,2023-01-21T09:00:00-05:00,Leeds United,1.0,Single Stat,Shots Assisted,2023-01-22T00:03:32-05:00,82,48159,https://i.imgur.com/lhZtcsv.png,SOCCER,82.0,Bryan Mbeumo,F,Brentford,
1004430,2023-01-19T13:44:00-05:00,BUF 1st Half,16.5,Single Stat,Receiving Yards,2023-01-19T14:31:10-05:00,35,74965,https://static.prizepicks.com/images/players/nfl/Hayden_Hurst_1b125fc4-5dd9-4eb9-a42f-048e61ca42b7.webp,NFL1H,35.0,Hayden Hurst,TE,CIN,Bengals
1004429,2023-01-19T13:44:00-05:00,BUF,32.5,Single Stat,Receiving Yards,2023-01-19T13:49:42-05:00,9,74964,https://static.prizepicks.com/images/players/nfl/Hayden_Hurst_1b125fc4-5dd9-4eb9-a42f-048e61ca42b7.webp,NFL,9.0,Hayden Hurst,TE,CIN,Bengals
1004383,2023-01-19T12:33:00-05:00,BUF 1st Half,3.5,Fantasy Score,Fantasy Score,2023-01-19T15:56:48-05:00,35,74965,https://static.prizepicks.com/images/players/nfl/Hayden_Hurst_1b125fc4-5dd9-4eb9-a42f-048e61ca42b7.webp,NFL1H,35.0,Hayden Hurst,TE,CIN,Bengals
1004366,2023-01-19T12:33:00-05:00,BUF,7.0,Fantasy Score,Fantasy Score,2023-01-21T22:55:40-05:00,9,74964,https://static.prizepicks.com/images/players/nfl/Hayden_Hurst_1b125fc4-5dd9-4eb9-a42f-048e61ca42b7.webp,NFL,9.0,Hayden Hurst,TE,CIN,Bengals
1012706,2023-01-22T01:30:00-05:00,GSW,35.5,Single Stat,Pts+Rebs,2023-01-22T02:27:35-05:00,7,1263,https://static.prizepicks.com/images/players/nba/Kyrie_Irving_dd146010-902b-4ad7-b98c-650d0363a2f0.webp,NBA,7.0,Kyrie Irving,G,BKN,Nets
1012699,2023-01-22T01:30:00-05:00,GSW 1st Half,20.5,Single Stat,Pts+Rebs+Asts,2023-01-22T02:22:41-05:00,84,58269,https://static.prizepicks.com/images/players/nba/Kyrie_Irving_dd146010-902b-4ad7-b98c-650d0363a2f0.webp,NBA1H,84.0,Kyrie Irving,G,BKN,Nets
1012711,2023-01-22T01:30:00-05:00,GSW,36.5,Single Stat,Pts+Asts,2023-01-22T02:02:50-05:00,7,1263,https://static.prizepicks.com/images/players/nba/Kyrie_Irving_dd146010-902b-4ad7-b98c-650d0363a2f0.webp,NBA,7.0,Kyrie Irving,G,BKN,Nets
1012694,2023-01-22T01:30:00-05:00,GSW,41.5,Single Stat,Pts+Rebs+Asts,2023-01-22T02:02:31-05:00,7,1263,https://static.prizepicks.com/images/players/nba/Kyrie_Irving_dd146010-902b-4ad7-b98c-650d0363a2f0.webp,NBA,7.0,Kyrie Irving,G,BKN,Nets
1004924,2023-01-19T16:15:00-05:00,BUF,3.5,Single Stat,Receptions,2023-01-19T16:30:10-05:00,9,74964,https://static.prizepicks.com/images/players/nfl/Hayden_Hurst_1b125fc4-5dd9-4eb9-a42f-048e61ca42b7.webp,NFL,9.0,Hayden Hurst,TE,CIN,Bengals
1012637,2023-01-22T01:30:00-05:00,GSW,5.5,Single Stat,Assists,2023-01-22T01:42:17-05:00,7,1263,https://static.prizepicks.com/images/players/nba/Kyrie_Irving_dd146010-902b-4ad7-b98c-650d0363a2f0.webp,NBA,7.0,Kyrie Irving,G,BKN,Nets
1012641,2023-01-22T01:30:00-05:00,GSW,2.5,Single Stat,Turnovers,2023-01-22T01:42:59-05:00,7,1263,https://static.prizepicks.com/images/players/nba/Kyrie_Irving_dd146010-902b-4ad7-b98c-650d0363a2f0.webp,NBA,7.0,Kyrie Irving,G,BKN,Nets
1012576,2023-01-22T01:30:00-05:00,GSW 1st Half,15.5,Single Stat,Points,2023-01-22T01:33:56-05:00,84,58269,https://static.prizepicks.com/images/players/nba/Kyrie_Irving_dd146010-902b-4ad7-b98c-650d0363a2f0.webp,NBA1H,84.0,Kyrie Irving,G,BKN,Nets
1012571,2023-01-22T01:30:00-05:00,GSW,30.5,Single Stat,Points,2023-01-22T01:32:47-05:00,7,1263,https://static.prizepicks.com/images/players/nba/Kyrie_Irving_dd146010-902b-4ad7-b98c-650d0363a2f0.webp,NBA,7.0,Kyrie Irving,G,BKN,Nets
1012718,2023-01-22T01:30:00-05:00,GSW,3.5,Single Stat,Blks+Stls,2023-01-22T02:01:46-05:00,7,10726,https://static.prizepicks.com/images/players/nba/Nicolas_Claxton_288519dc-eae8-4daf-afa4-c86322b7460e.webp,NBA,7.0,Nicolas Claxton,C,BKN,Nets
1012712,2023-01-22T01:30:00-05:00,GSW,16.5,Single Stat,Pts+Asts,2023-01-22T02:48:08-05:00,7,10726,https://static.prizepicks.com/images/players/nba/Nicolas_Claxton_288519dc-eae8-4daf-afa4-c86322b7460e.webp,NBA,7.0,Nicolas Claxton,C,BKN,Nets
1004367,2023-01-19T12:33:00-05:00,CIN,8.0,Fantasy Score,Fantasy Score,2023-01-19T13:30:05-05:00,9,70708,https://static.prizepicks.com/images/players/nfl/James_Cook_ce5de0e5-9f76-42ee-b93a-3ef88af9b0a7.webp,NFL,9.0,James Cook,RB,BUF,Bills
1012642,2023-01-22T01:30:00-05:00,GSW,1.5,Single Stat,Turnovers,2023-01-22T01:46:34-05:00,7,10726,https://static.prizepicks.com/images/players/nba/Nicolas_Claxton_288519dc-eae8-4daf-afa4-c86322b7460e.webp,NBA,7.0,Nicolas Claxton,C,BKN,Nets
1012633,2023-01-22T01:30:00-05:00,GSW,9.5,Single Stat,Rebounds,2023-01-22T01:48:03-05:00,7,10726,https://static.prizepicks.com/images/players/nba/Nicolas_Claxton_288519dc-eae8-4daf-afa4-c86322b7460e.webp,NBA,7.0,Nicolas Claxton,C,BKN,Nets
1012395,2023-01-21T09:00:00-05:00,Leeds United,1.0,Single Stat,Shots Assisted,2023-01-22T00:03:36-05:00,82,48157,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/soc/low-res/90051274.png,SOCCER,82.0,Ivan Toney,F,Brentford,
1012707,2023-01-22T01:30:00-05:00,GSW,24.5,Single Stat,Pts+Rebs,2023-01-22T02:05:28-05:00,7,10726,https://static.prizepicks.com/images/players/nba/Nicolas_Claxton_288519dc-eae8-4daf-afa4-c86322b7460e.webp,NBA,7.0,Nicolas Claxton,C,BKN,Nets
1012716,2023-01-22T01:30:00-05:00,GSW,11.5,Single Stat,Rebs+Asts,2023-01-22T02:07:44-05:00,7,10726,https://static.prizepicks.com/images/players/nba/Nicolas_Claxton_288519dc-eae8-4daf-afa4-c86322b7460e.webp,NBA,7.0,Nicolas Claxton,C,BKN,Nets
1004384,2023-01-19T12:33:00-05:00,CIN 1st Half,4.0,Fantasy Score,Fantasy Score,2023-01-19T13:26:15-05:00,35,92780,https://static.prizepicks.com/images/players/nfl/James_Cook_ce5de0e5-9f76-42ee-b93a-3ef88af9b0a7.webp,NFL1H,35.0,James Cook,RB,BUF,Bills
1012176,2023-01-21T22:09:00-05:00,BUF 1st Half,2.0,Fantasy Score,Fantasy Score,2023-01-21T23:04:59-05:00,35,91878,https://static.prizepicks.com/images/players/nfl/Samaje_Perine_e601812f-ce24-4e99-bee0-e33c1e9014e4.webp,NFL1H,35.0,Samaje Perine,RB,CIN,Bengals
1012634,2023-01-22T01:30:00-05:00,GSW,4.5,Single Stat,Rebounds,2023-01-22T02:04:54-05:00,7,87362,https://static.prizepicks.com/images/players/nba/Royce_O'Neale_32526c95-bc6e-4d28-a751-c4200904d80b.webp,NBA,7.0,Royce O'Neale,F,BKN,Nets
1004414,2023-01-19T13:40:00-05:00,BUF,13.5,Single Stat,Rush Yards,2023-01-19T13:46:20-05:00,9,59756,https://static.prizepicks.com/images/players/nfl/Samaje_Perine_e601812f-ce24-4e99-bee0-e33c1e9014e4.webp,NFL,9.0,Samaje Perine,RB,CIN,Bengals
1004415,2023-01-19T13:40:00-05:00,BUF,10.5,Single Stat,Receiving Yards,2023-01-19T13:49:03-05:00,9,59756,https://static.prizepicks.com/images/players/nfl/Samaje_Perine_e601812f-ce24-4e99-bee0-e33c1e9014e4.webp,NFL,9.0,Samaje Perine,RB,CIN,Bengals
1012572,2023-01-22T01:30:00-05:00,GSW,9.5,Single Stat,Points,2023-01-22T01:38:05-05:00,7,87362,https://static.prizepicks.com/images/players/nba/Royce_O'Neale_32526c95-bc6e-4d28-a751-c4200904d80b.webp,NBA,7.0,Royce O'Neale,F,BKN,Nets
1012175,2023-01-21T22:09:00-05:00,BUF,4.0,Fantasy Score,Fantasy Score,2023-01-21T22:58:59-05:00,9,59756,https://static.prizepicks.com/images/players/nfl/Samaje_Perine_e601812f-ce24-4e99-bee0-e33c1e9014e4.webp,NFL,9.0,Samaje Perine,RB,CIN,Bengals
1012638,2023-01-22T01:30:00-05:00,GSW,3.5,Single Stat,Assists,2023-01-22T01:46:01-05:00,7,87362,https://static.prizepicks.com/images/players/nba/Royce_O'Neale_32526c95-bc6e-4d28-a751-c4200904d80b.webp,NBA,7.0,Royce O'Neale,F,BKN,Nets
1012713,2023-01-22T01:30:00-05:00,GSW,12.5,Single Stat,Pts+Asts,2023-01-22T02:09:52-05:00,7,87362,https://static.prizepicks.com/images/players/nba/Royce_O'Neale_32526c95-bc6e-4d28-a751-c4200904d80b.webp,NBA,7.0,Royce O'Neale,F,BKN,Nets
1012578,2023-01-22T01:30:00-05:00,GSW 1st Half,4.5,Single Stat,Points,2023-01-22T01:36:49-05:00,84,87896,https://static.prizepicks.com/images/players/nba/Royce_O'Neale_32526c95-bc6e-4d28-a751-c4200904d80b.webp,NBA1H,84.0,Royce O'Neale,F,BKN,Nets
1012643,2023-01-22T01:30:00-05:00,GSW,1.5,Single Stat,Turnovers,2023-01-22T01:44:22-05:00,7,87362,https://static.prizepicks.com/images/players/nba/Royce_O'Neale_32526c95-bc6e-4d28-a751-c4200904d80b.webp,NBA,7.0,Royce O'Neale,F,BKN,Nets
1012695,2023-01-22T01:30:00-05:00,GSW,17.5,Single Stat,Pts+Rebs+Asts,2023-01-22T02:16:35-05:00,7,87362,https://static.prizepicks.com/images/players/nba/Royce_O'Neale_32526c95-bc6e-4d28-a751-c4200904d80b.webp,NBA,7.0,Royce O'Neale,F,BKN,Nets
1012396,2023-01-21T09:00:00-05:00,Leeds United,1.5,Single Stat,Tackles,2023-01-22T00:35:41-05:00,82,48171,https://i.imgur.com/mBCZ5dt.png,SOCCER,82.0,Vitaly Janelt,M,Brentford,
1012708,2023-01-22T01:30:00-05:00,GSW,13.5,Single Stat,Pts+Rebs,2023-01-22T02:14:15-05:00,7,87362,https://static.prizepicks.com/images/players/nba/Royce_O'Neale_32526c95-bc6e-4d28-a751-c4200904d80b.webp,NBA,7.0,Royce O'Neale,F,BKN,Nets
1004420,2023-01-19T13:40:00-05:00,BUF,25.5,Single Stat,Rush+Rec Yds,2023-01-21T12:33:27-05:00,9,59756,https://static.prizepicks.com/images/players/nfl/Samaje_Perine_e601812f-ce24-4e99-bee0-e33c1e9014e4.webp,NFL,9.0,Samaje Perine,RB,CIN,Bengals
1012701,2023-01-22T01:30:00-05:00,GSW 1st Half,8.5,Single Stat,Pts+Rebs+Asts,2023-01-22T02:22:02-05:00,84,87896,https://static.prizepicks.com/images/players/nba/Royce_O'Neale_32526c95-bc6e-4d28-a751-c4200904d80b.webp,NBA1H,84.0,Royce O'Neale,F,BKN,Nets
1012709,2023-01-22T01:30:00-05:00,GSW,15.5,Single Stat,Pts+Rebs,2023-01-22T02:20:08-05:00,7,63522,https://static.prizepicks.com/images/players/nba/Ben_Simmons_318debd7-dab6-4d4e-8849-03c4c701a7c8.webp,NBA,7.0,Ben Simmons,G-F,BKN,Nets
1012573,2023-01-22T01:30:00-05:00,GSW,8.5,Single Stat,Points,2023-01-22T01:33:21-05:00,7,63522,https://static.prizepicks.com/images/players/nba/Ben_Simmons_318debd7-dab6-4d4e-8849-03c4c701a7c8.webp,NBA,7.0,Ben Simmons,G-F,BKN,Nets
1004422,2023-01-19T13:42:00-05:00,CIN,50.5,Single Stat,Rush+Rec Yds,2023-01-19T15:41:10-05:00,9,70708,https://static.prizepicks.com/images/players/nfl/James_Cook_ce5de0e5-9f76-42ee-b93a-3ef88af9b0a7.webp,NFL,9.0,James Cook,RB,BUF,Bills
1012635,2023-01-22T01:30:00-05:00,GSW,7.5,Single Stat,Rebounds,2023-01-22T01:42:03-05:00,7,63522,https://static.prizepicks.com/images/players/nba/Ben_Simmons_318debd7-dab6-4d4e-8849-03c4c701a7c8.webp,NBA,7.0,Ben Simmons,G-F,BKN,Nets
1004421,2023-01-19T13:42:00-05:00,CIN,7.5,Single Stat,Receiving Yards,2023-01-19T13:58:53-05:00,9,70708,https://static.prizepicks.com/images/players/nfl/James_Cook_ce5de0e5-9f76-42ee-b93a-3ef88af9b0a7.webp,NFL,9.0,James Cook,RB,BUF,Bills
1012639,2023-01-22T01:30:00-05:00,GSW,6.5,Single Stat,Assists,2023-01-22T01:44:17-05:00,7,63522,https://static.prizepicks.com/images/players/nba/Ben_Simmons_318debd7-dab6-4d4e-8849-03c4c701a7c8.webp,NBA,7.0,Ben Simmons,G-F,BKN,Nets
1001078,2023-01-18T11:00:00-05:00,CIN,39.5,Single Stat,Rush Yards,2023-01-19T16:10:18-05:00,9,70708,https://static.prizepicks.com/images/players/nfl/James_Cook_ce5de0e5-9f76-42ee-b93a-3ef88af9b0a7.webp,NFL,9.0,James Cook,RB,BUF,Bills
1001079,2023-01-18T11:00:00-05:00,CIN 1st Half,18.5,Single Stat,Rush Yards,2023-01-18T11:50:02-05:00,35,92780,https://static.prizepicks.com/images/players/nfl/James_Cook_ce5de0e5-9f76-42ee-b93a-3ef88af9b0a7.webp,NFL1H,35.0,James Cook,RB,BUF,Bills
1012696,2023-01-22T01:30:00-05:00,GSW,22.5,Single Stat,Pts+Rebs+Asts,2023-01-22T02:02:31-05:00,7,63522,https://static.prizepicks.com/images/players/nba/Ben_Simmons_318debd7-dab6-4d4e-8849-03c4c701a7c8.webp,NBA,7.0,Ben Simmons,G-F,BKN,Nets
1012580,2023-01-22T01:30:00-05:00,GSW 1st Half,4.5,Single Stat,Points,2023-01-22T01:35:08-05:00,84,63523,https://static.prizepicks.com/images/players/nba/Ben_Simmons_318debd7-dab6-4d4e-8849-03c4c701a7c8.webp,NBA1H,84.0,Ben Simmons,G-F,BKN,Nets
